Overall Rating,House Type,Number of Reviews,Number of beds,Number of Bath,Number of bedroom,Number of guests,Superhost,New Listing,Latitude,Longitude,Cleanliness,Accuracy,Communication,Location,Check_in,Value,Essentials,Air conditioning,Cleaning products,Cooking basics,Dryer,Heating,Hot tub,Kitchen,Pool,Washer,Wifi,Bathtub,TV,Dishwasher,Stove,Beach access,Lake access,Waterfront,BBQ grill,Fire pit,Free parking on premise,Sauna,Breakfast,Bay view,Beach view,Canal view,City skyline view,Courtyard view,Desert view,Garden view,Golf course view,Harbor view,Lake view,Marina view,Mountain view,Ocean view,Park view,Pool view,Resort view,River view,Sea view,Valley view,Vineyard view,Fireplace,Cost
5.00,home,8,1.0,1.0,1.0,2.0,True,False,43.2624500000,-79.8747200000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,159
4.96,Room,27,1.0,1.0,1.0,2.0,False,False,43.5848100000,-79.5684800000,5.00,5.00,5.00,4.90,5.00,4.80,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67
4.50,Room,12,1.0,1.0,1.0,2.0,False,False,43.5247400000,-79.8421400000,4.50,4.20,4.80,4.80,4.60,4.70,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47
5.00,Room,36,1.0,1.0,1.0,2.0,False,False,43.5861400000,-79.5683300000,4.90,5.00,5.00,4.90,5.00,4.90,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69
0.00,home ,0,3.0,1.0,3.0,6.0,False,True,43.5164358885,-79.6484855826,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,276
5.00,home,11,2.0,1.0,1.0,4.0,True,False,43.5127000000,-79.6569000000,5.00,5.00,4.90,4.90,5.00,5.00,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,186
0.00,Room,0,1.0,1.0,1.0,2.0,False,True,43.5234000000,-79.8394000000,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,47
4.96,home ,24,1.0,1.0,1.0,2.0,True,False,43.5756000000,-79.5630000000,4.90,5.00,5.00,4.90,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111
4.52,guest suite,142,4.0,2.0,2.0,6.0,False,False,43.4287300000,-79.7490200000,4.60,4.60,4.70,4.80,4.80,4.50,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,129
5.00,Room,1,1.0,1.5,1.0,2.0,False,True,43.4398977164,-79.7520210808,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,64
4.70,guest suite ,30,2.0,1.0,1.0,3.0,False,False,43.5078000000,-79.7315000000,4.80,4.70,4.80,4.70,4.60,4.70,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,106
5.00,home,7,1.0,1.0,1.0,2.0,False,False,43.4835800000,-79.7296500000,5.00,5.00,4.90,5.00,5.00,4.90,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115
4.88,guest suite,42,2.0,1.0,1.0,2.0,False,False,43.5017000000,-79.7021000000,4.80,4.90,5.00,4.90,5.00,4.80,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145
4.90,guest suite,50,1.0,1.0,1.0,2.0,True,False,43.3608300000,-79.7775700000,4.90,4.90,4.90,4.90,4.90,4.80,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89
4.80,Room,5,1.0,1.0,1.0,2.0,False,False,43.4665400000,-79.7015200000,4.60,4.80,5.00,5.00,5.00,4.80,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,81
4.83,home ,288,2.0,1.5,1.0,3.0,False,False,43.4692900000,-79.7232100000,4.90,4.90,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145
4.69,Room,16,1.0,1.0,1.0,4.0,False,False,43.4896300000,-79.7312500000,4.80,4.60,4.60,4.60,4.70,4.50,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62
4.65,rental unit ,31,2.0,1.0,2.0,4.0,False,False,43.4783500000,-79.7323100000,4.60,4.70,4.80,4.80,4.70,4.60,True,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,153
4.67,condo ,43,2.0,2.0,2.0,6.0,False,False,43.4769200000,-79.7321500000,4.60,4.70,4.80,4.90,4.60,4.70,True,True,False,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160
4.93,Room,14,2.0,1.0,1.0,2.0,False,False,43.4277000000,-79.7498000000,4.90,5.00,4.90,5.00,5.00,5.00,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94
4.81,townhouse ,100,1.0,1.0,1.0,2.0,True,False,43.3237000000,-79.8047300000,4.80,4.90,4.90,4.90,4.90,4.80,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97
4.95,Room,19,2.0,1.0,1.0,2.0,False,False,43.4884000000,-79.7307000000,4.80,4.80,4.90,4.60,4.80,4.80,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58
4.82,Room,341,1.0,1.0,1.0,2.0,False,False,43.6100600000,-79.6390900000,4.80,4.90,4.90,4.90,5.00,4.80,True,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51
4.67,Room,6,1.0,1.0,1.0,2.0,False,False,43.5991000000,-79.6527000000,4.70,4.70,4.70,4.80,4.70,4.70,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73
5.00,rental unit ,4,3.0,1.0,2.0,4.0,False,False,43.5108700000,-79.8515200000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127
4.83,home,23,2.0,1.0,2.0,6.0,True,False,43.5565200000,-79.6322300000,4.80,4.80,5.00,4.90,4.90,4.90,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169
0.00,home,0,4.0,2.0,3.0,8.0,False,True,43.6349214935,-79.7280327828,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,236
4.63,guesthouse,125,3.0,1.0,3.0,4.0,False,False,43.6879000000,-79.8181100000,4.60,4.80,4.80,4.70,4.90,4.60,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88
5.00,rental unit ,3,1.0,1.0,1.0,2.0,False,False,43.3538900000,-79.7765200000,5.00,4.70,5.00,5.00,5.00,4.30,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,152
5.00,Room,3,1.0,1.0,1.0,2.0,False,False,43.4688400000,-79.7112300000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94
4.91,guest suite,58,2.0,1.0,1.0,4.0,True,False,43.5732500000,-79.7562100000,4.90,5.00,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123
4.81,Room,42,1.0,1.0,1.0,2.0,False,False,43.5024000000,-79.8521000000,4.90,4.90,4.90,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59
0.00,rental unit ,0,2.0,1.0,2.0,6.0,False,True,43.5592094716,-79.5778054305,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,211
4.94,home,17,2.0,1.0,1.0,3.0,False,False,43.6354003445,-79.7291135997,4.90,4.90,4.90,4.80,4.90,5.00,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110
5.00,home,9,4.0,1.0,1.0,4.0,False,False,43.5784000000,-79.5817000000,5.00,5.00,5.00,5.00,4.90,5.00,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,186
5.00,home,1,1.0,1.0,1.0,2.0,False,True,43.6041386235,-79.7297325579,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67
0.00,rental unit ,0,1.0,2.0,1.0,4.0,False,True,43.6088032798,-79.6552392830,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,141
4.97,guest suite ,30,1.0,1.0,1.0,2.0,False,False,43.2562000000,-79.8886000000,4.80,5.00,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,148
5.00,Room,17,1.0,1.0,1.0,2.0,True,False,43.2429000000,-79.7313000000,4.90,5.00,5.00,4.90,4.90,4.90,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,202
4.87,home ,107,4.0,1.0,1.0,4.0,True,False,43.5715000000,-79.5727000000,4.90,4.90,4.90,4.80,5.00,4.80,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,164
4.91,loft,371,1.0,1.0,1.0,2.0,True,False,43.2616000000,-79.8803000000,4.90,5.00,5.00,4.90,5.00,4.90,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127
4.65,Room,138,1.0,1.0,1.0,2.0,False,False,43.6315800000,-79.7208200000,4.60,4.80,4.60,4.70,4.80,4.70,True,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51
4.89,Room,103,1.0,1.0,1.0,2.0,False,False,43.6406500000,-79.5752200000,4.90,4.90,4.90,4.80,4.90,4.90,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,89
4.86,guest suite,22,2.0,1.0,2.0,4.0,True,False,43.5214800000,-79.8921500000,4.90,4.90,4.90,4.90,4.80,4.90,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157
4.67,rental unit,124,1.0,1.0,1.0,2.0,True,False,43.5319900000,-79.8804300000,4.50,4.80,4.90,4.90,4.90,4.80,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,106
5.00,home,2,7.0,4.5,5.0,12.0,False,True,43.5902468926,-79.6696158819,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,280
4.89,condo ,65,1.0,1.0,1.0,3.0,True,False,43.5945000000,-79.6352000000,4.80,4.90,5.00,4.90,4.90,4.80,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,162
4.75,Room,20,2.0,1.0,1.0,5.0,False,False,43.4962900000,-79.7426300000,4.80,4.80,4.80,4.50,4.80,4.70,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,111
4.52,home,52,7.0,2.0,4.0,9.0,False,False,43.5827300000,-79.5681800000,4.20,4.70,4.80,4.70,4.80,4.50,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,241
4.60,Room,5,1.0,1.0,1.0,2.0,False,False,43.4506100000,-79.7478300000,4.20,4.80,4.60,4.80,5.00,4.60,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,159
4.68,home,19,1.0,1.0,1.0,3.0,True,False,43.5939500000,-79.7782900000,4.70,4.70,4.80,4.80,5.00,4.60,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122
4.59,Room,192,1.0,1.0,1.0,2.0,False,False,43.2547900000,-79.8754300000,4.60,4.70,4.70,4.80,4.70,4.70,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38
5.00,home ,2,3.0,2.0,2.0,6.0,False,True,43.2645000000,-79.8507000000,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,106
4.83,townhouse,23,5.0,2.0,3.0,6.0,False,False,43.3379900000,-79.8194300000,5.00,4.80,4.80,4.70,4.80,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,354
3.50,home ,2,1.0,1.0,1.0,2.0,False,True,43.5283000000,-79.8349000000,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97
5.00,Room,8,1.0,1.5,1.0,2.0,False,False,43.2476800000,-79.8107100000,5.00,5.00,5.00,4.90,4.80,5.00,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56
4.76,Room,21,1.0,1.0,1.0,2.0,False,False,43.6034500000,-79.7018700000,4.50,4.90,5.00,4.90,5.00,4.70,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63
5.00,rental unit,6,2.0,1.0,2.0,4.0,False,False,43.5531800000,-79.6914900000,4.80,4.70,5.00,5.00,5.00,4.80,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163
4.74,Room,23,1.0,1.0,1.0,2.0,False,False,43.3570100000,-79.8123900000,4.70,4.70,4.80,4.70,4.80,4.70,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66
5.00,Room,2,1.0,1.5,1.0,2.0,True,False,43.5621000000,-79.6519000000,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,129
4.93,rental unit ,15,1.0,1.0,1.0,2.0,True,False,43.2474900000,-79.8279100000,4.90,4.90,5.00,4.70,4.70,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,117
4.84,home ,146,2.0,1.0,1.0,3.0,False,False,43.2612000000,-79.8815000000,4.80,4.90,5.00,4.90,5.00,4.70,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157
4.60,home,5,1.0,1.0,2.0,4.0,False,False,43.5996781358,-79.7171636847,4.40,5.00,4.80,5.00,5.00,4.60,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,148
5.00,Room,9,1.0,1.5,1.0,2.0,True,False,43.5627500000,-79.6515700000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,138
5.00,guest suite,18,1.0,1.0,1.0,2.0,True,False,43.2468900000,-79.8100800000,5.00,5.00,5.00,5.00,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,114
4.65,home ,26,2.0,1.5,2.0,4.0,True,False,43.5443400000,-79.7382800000,4.60,4.80,5.00,4.70,4.90,4.40,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,207
5.00,bungalow,8,1.0,1.0,1.0,2.0,False,False,43.2410000000,-79.9105000000,4.90,5.00,5.00,5.00,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,123
5.00,guest suite ,18,1.0,1.0,1.0,2.0,False,False,43.2497600000,-79.8921000000,5.00,5.00,5.00,5.00,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111
4.90,guest suite ,21,1.0,1.0,1.0,2.0,True,False,43.3376900000,-79.8981900000,5.00,4.90,5.00,4.80,5.00,4.90,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,132
4.97,guest suite ,90,1.0,1.0,1.0,2.0,True,False,43.6266500000,-79.6001100000,5.00,4.90,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,218
4.95,bungalow ,117,2.0,1.0,2.0,4.0,True,False,43.2838000000,-79.7850400000,4.90,4.90,5.00,4.90,5.00,4.80,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,254
4.93,guest suite,59,1.0,1.0,1.0,2.0,True,False,43.2604000000,-79.8862000000,5.00,5.00,5.00,5.00,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,103
5.00,Room,3,1.0,1.0,1.0,2.0,False,False,43.6015000000,-79.6869000000,5.00,5.00,5.00,4.70,5.00,5.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,72
4.82,Room,326,1.0,1.5,1.0,2.0,False,False,43.3129600000,-79.8191300000,4.80,4.90,4.90,4.90,5.00,4.90,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84
4.82,condo ,17,1.0,1.0,1.0,2.0,True,False,43.5884000000,-79.6492500000,4.70,4.80,4.90,5.00,4.30,4.70,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,170
5.00,Room,7,1.0,1.0,1.0,2.0,False,False,43.5729500000,-79.5706500000,5.00,5.00,5.00,5.00,5.00,5.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,106
4.86,Room,50,1.0,1.0,1.0,2.0,False,False,43.5024000000,-79.8521000000,4.90,4.90,4.90,4.80,4.90,4.80,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64
4.61,Room,28,1.0,1.0,1.0,2.0,False,False,43.6763500000,-79.5637300000,4.70,4.60,4.80,4.70,4.90,4.60,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59
4.86,rental unit ,7,2.0,1.0,2.0,4.0,False,False,43.2697289841,-79.7768865558,4.70,4.70,5.00,5.00,4.90,4.90,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,204
4.56,Room,89,1.0,2.0,1.0,2.0,False,False,43.2532200000,-79.8381000000,4.40,4.70,4.80,4.60,4.80,4.60,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,42
5.00,Room,50,1.0,1.5,1.0,2.0,False,False,43.2230300000,-79.6357500000,5.00,5.00,5.00,4.90,5.00,4.90,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,94
4.94,Room,17,1.0,1.5,1.0,2.0,False,False,43.2661100000,-79.8896800000,4.90,5.00,4.90,4.90,5.00,5.00,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,51
4.71,Room,7,1.0,1.0,1.0,2.0,False,False,43.4685100000,-79.7112400000,5.00,4.90,4.90,5.00,5.00,4.70,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,94
4.63,Room,38,1.0,1.5,1.0,2.0,False,False,43.3858800000,-79.7466500000,4.50,4.80,4.80,4.90,4.80,4.60,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,84
4.50,Room,4,1.0,1.0,1.0,2.0,False,False,43.6014000000,-79.6712000000,4.50,5.00,5.00,5.00,4.20,4.20,True,True,False,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58
4.83,Room,29,1.0,2.0,1.0,2.0,False,False,43.6072600000,-79.6565100000,4.60,4.90,4.80,5.00,4.70,4.70,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97
